	Characteristics[CellType]	Characteristics[Organism]	Parameter Value[Compound]	Parameter Value[DoseLevel]	Parameter Value[Dose]	Unit[ConcentrationUnit]	Parameter Value[TimeOfCollection]	Unit[TimeUnit]	Array Data File
7569	kidney	Rattus norvegicus	ketoconazole	High	100	milligram per kilogram	3	hour	003017835021.CEL
7570	kidney	Rattus norvegicus	ketoconazole	High	100	milligram per kilogram	3	hour	003017835022.CEL
7571	kidney	Rattus norvegicus	ketoconazole	High	100	milligram per kilogram	6	hour	003017836002.CEL
7572	kidney	Rattus norvegicus	ketoconazole	High	100	milligram per kilogram	6	hour	003017836003.CEL
7573	kidney	Rattus norvegicus	ketoconazole	High	100	milligram per kilogram	6	hour	003017836004.CEL
7574	kidney	Rattus norvegicus	ketoconazole	High	100	milligram per kilogram	9	hour	003017831020.CEL
7575	kidney	Rattus norvegicus	ketoconazole	High	100	milligram per kilogram	9	hour	003017831021.CEL
7576	kidney	Rattus norvegicus	ketoconazole	High	100	milligram per kilogram	9	hour	003017831022.CEL
7577	kidney	Rattus norvegicus	ketoconazole	High	100	milligram per kilogram	24	hour	003017832002.CEL
7578	kidney	Rattus norvegicus	ketoconazole	High	100	milligram per kilogram	24	hour	003017832003.CEL
7579	kidney	Rattus norvegicus	ketoconazole	High	100	milligram per kilogram	24	hour	003017832004.CEL
7580	hepatocyte	Rattus norvegicus	ketoconazole	Control	0	micromolar	2	hour	003017126024.CEL
7581	hepatocyte	Rattus norvegicus	ketoconazole	Control	0	micromolar	2	hour	003017126025.CEL
7582	hepatocyte	Rattus norvegicus	ketoconazole	Control	0	micromolar	8	hour	003017127002.CEL
7583	hepatocyte	Rattus norvegicus	ketoconazole	Control	0	micromolar	8	hour	003017127003.CEL
7584	hepatocyte	Rattus norvegicus	ketoconazole	Control	0	micromolar	24	hour	003017127010.CEL
7585	hepatocyte	Rattus norvegicus	ketoconazole	Control	0	micromolar	24	hour	003017127011.CEL
7586	hepatocyte	Rattus norvegicus	ketoconazole	Low	0.6	micromolar	2	hour	003017126026.CEL
7587	hepatocyte	Rattus norvegicus	ketoconazole	Low	0.6	micromolar	2	hour	003017126027.CEL
7588	hepatocyte	Rattus norvegicus	ketoconazole	Low	0.6	micromolar	8	hour	003017127004.CEL
7589	hepatocyte	Rattus norvegicus	ketoconazole	Low	0.6	micromolar	8	hour	003017127005.CEL
7590	hepatocyte	Rattus norvegicus	ketoconazole	Low	0.6	micromolar	24	hour	003017127012.CEL
7591	hepatocyte	Rattus norvegicus	ketoconazole	Low	0.6	micromolar	24	hour	003017127013.CEL
7592	hepatocyte	Rattus norvegicus	ketoconazole	Middle	3	micromolar	2	hour	003017126028.CEL
7593	hepatocyte	Rattus norvegicus	ketoconazole	Middle	3	micromolar	2	hour	003017126029.CEL
7594	hepatocyte	Rattus norvegicus	ketoconazole	Middle	3	micromolar	8	hour	003017127006.CEL
7595	hepatocyte	Rattus norvegicus	ketoconazole	Middle	3	micromolar	8	hour	003017127007.CEL
7596	hepatocyte	Rattus norvegicus	ketoconazole	Middle	3	micromolar	24	hour	003017127014.CEL
7597	hepatocyte	Rattus norvegicus	ketoconazole	Middle	3	micromolar	24	hour	003017127015.CEL
7598	hepatocyte	Rattus norvegicus	ketoconazole	High	15	micromolar	2	hour	003017126030.CEL
7599	hepatocyte	Rattus norvegicus	ketoconazole	High	15	micromolar	2	hour	003017127001.CEL
7600	hepatocyte	Rattus norvegicus	ketoconazole	High	15	micromolar	8	hour	003017127008.CEL
7601	hepatocyte	Rattus norvegicus	ketoconazole	High	15	micromolar	8	hour	003017127009.CEL
7602	hepatocyte	Rattus norvegicus	ketoconazole	High	15	micromolar	24	hour	003017127016.CEL
7603	hepatocyte	Rattus norvegicus	ketoconazole	High	15	micromolar	24	hour	003017127017.CEL
7700	hepatocyte	Homo sapiens	lomustine	Control	0	micromolar	2	hour	003016049012.CEL
7701	hepatocyte	Homo sapiens	lomustine	Control	0	micromolar	2	hour	003016049013.CEL
7702	hepatocyte	Homo sapiens	lomustine	Control	0	micromolar	8	hour	003016049020.CEL
7703	hepatocyte	Homo sapiens	lomustine	Control	0	micromolar	8	hour	003016049021.CEL
7704	hepatocyte	Homo sapiens	lomustine	Control	0	micromolar	24	hour	003016049028.CEL
7705	hepatocyte	Homo sapiens	lomustine	Control	0	micromolar	24	hour	003016049029.CEL
7706	hepatocyte	Homo sapiens	lomustine	Low	04.sie	micromolar	2	hour	003016049014.CEL
7707	hepatocyte	Homo sapiens	lomustine	Low	04.sie	micromolar	2	hour	003016049015.CEL
7708	hepatocyte	Homo sapiens	lomustine	Low	04.sie	micromolar	8	hour	003016049022.CEL
7709	hepatocyte	Homo sapiens	lomustine	Low	04.sie	micromolar	8	hour	003016049023.CEL
7710	hepatocyte	Homo sapiens	lomustine	Low	04.sie	micromolar	24	hour	003016049030.CEL
7711	hepatocyte	Homo sapiens	lomustine	Low	04.sie	micromolar	24	hour	003016050001.CEL
7712	hepatocyte	Homo sapiens	lomustine	Middle	24	micromolar	2	hour	003016049016.CEL
7713	hepatocyte	Homo sapiens	lomustine	Middle	24	micromolar	2	hour	003016049017.CEL
7714	hepatocyte	Homo sapiens	lomustine	Middle	24	micromolar	8	hour	003016049024.CEL
7715	hepatocyte	Homo sapiens	lomustine	Middle	24	micromolar	8	hour	003016049025.CEL
7716	hepatocyte	Homo sapiens	lomustine	Middle	24	micromolar	24	hour	003016050002.CEL
7717	hepatocyte	Homo sapiens	lomustine	Middle	24	micromolar	24	hour	003016050003.CEL
7718	hepatocyte	Homo sapiens	lomustine	High	120	micromolar	2	hour	003016049018.CEL
7719	hepatocyte	Homo sapiens	lomustine	High	120	micromolar	2	hour	003016049019.CEL
7720	hepatocyte	Homo sapiens	lomustine	High	120	micromolar	8	hour	003016049026.CEL
7721	hepatocyte	Homo sapiens	lomustine	High	120	micromolar	8	hour	003016049027.CEL
7722	hepatocyte	Homo sapiens	lomustine	High	120	micromolar	24	hour	003016050004.CEL
7723	hepatocyte	Homo sapiens	lomustine	High	120	micromolar	24	hour	003016050005.CEL
7724	liver	Rattus norvegicus	lomustine	Control	0	milligram per kilogram	3	hour	003017100002.CEL
7725	liver	Rattus norvegicus	lomustine	Control	0	milligram per kilogram	3	hour	003017100003.CEL
7726	liver	Rattus norvegicus	lomustine	Control	0	milligram per kilogram	3	hour	003017100004.CEL
7727	liver	Rattus norvegicus	lomustine	Control	0	milligram per kilogram	6	hour	003017100014.CEL
7728	liver	Rattus norvegicus	lomustine	Control	0	milligram per kilogram	6	hour	003017100015.CEL
7729	liver	Rattus norvegicus	lomustine	Control	0	milligram per kilogram	6	hour	003017100016.CEL
7730	liver	Rattus norvegicus	lomustine	Control	0	milligram per kilogram	9	hour	003017095029.CEL
7731	liver	Rattus norvegicus	lomustine	Control	0	milligram per kilogram	9	hour	003017122009.CEL
7732	liver	Rattus norvegicus	lomustine	Control	0	milligram per kilogram	9	hour	003017122010.CEL
7733	liver	Rattus norvegicus	lomustine	Control	0	milligram per kilogram	24	hour	003017075002.CEL
7734	liver	Rattus norvegicus	lomustine	Control	0	milligram per kilogram	24	hour	003017096005.CEL
7735	liver	Rattus norvegicus	lomustine	Control	0	milligram per kilogram	24	hour	003017096006.CEL
7736	liver	Rattus norvegicus	lomustine	Low	0.6	milligram per kilogram	3	hour	003017100005.CEL
7737	liver	Rattus norvegicus	lomustine	Low	0.6	milligram per kilogram	3	hour	003017100006.CEL
7738	liver	Rattus norvegicus	lomustine	Low	0.6	milligram per kilogram	3	hour	003017100007.CEL
7739	liver	Rattus norvegicus	lomustine	Low	0.6	milligram per kilogram	6	hour	003017100017.CEL
7740	liver	Rattus norvegicus	lomustine	Low	0.6	milligram per kilogram	6	hour	003017100018.CEL
7741	liver	Rattus norvegicus	lomustine	Low	0.6	milligram per kilogram	6	hour	003017100019.CEL
7742	liver	Rattus norvegicus	lomustine	Low	0.6	milligram per kilogram	9	hour	003017095030.CEL
7743	liver	Rattus norvegicus	lomustine	Low	0.6	milligram per kilogram	9	hour	003017096001.CEL
7744	liver	Rattus norvegicus	lomustine	Low	0.6	milligram per kilogram	9	hour	003017122011.CEL
7745	liver	Rattus norvegicus	lomustine	Low	0.6	milligram per kilogram	24	hour	003017075005.CEL
7746	liver	Rattus norvegicus	lomustine	Low	0.6	milligram per kilogram	24	hour	003017096007.CEL
7747	liver	Rattus norvegicus	lomustine	Low	0.6	milligram per kilogram	24	hour	003017096008.CEL
7748	liver	Rattus norvegicus	lomustine	Middle	2	milligram per kilogram	3	hour	003017100008.CEL
7749	liver	Rattus norvegicus	lomustine	Middle	2	milligram per kilogram	3	hour	003017100009.CEL
7750	liver	Rattus norvegicus	lomustine	Middle	2	milligram per kilogram	3	hour	003017100010.CEL
7751	liver	Rattus norvegicus	lomustine	Middle	2	milligram per kilogram	6	hour	003017100020.CEL
7752	liver	Rattus norvegicus	lomustine	Middle	2	milligram per kilogram	6	hour	003017122006.CEL
7753	liver	Rattus norvegicus	lomustine	Middle	2	milligram per kilogram	6	hour	003017122007.CEL
7754	liver	Rattus norvegicus	lomustine	Middle	2	milligram per kilogram	9	hour	003017096002.CEL
7755	liver	Rattus norvegicus	lomustine	Middle	2	milligram per kilogram	9	hour	003017096003.CEL
7756	liver	Rattus norvegicus	lomustine	Middle	2	milligram per kilogram	9	hour	003017096004.CEL
7757	liver	Rattus norvegicus	lomustine	Middle	2	milligram per kilogram	24	hour	003017075009.CEL
7758	liver	Rattus norvegicus	lomustine	Middle	2	milligram per kilogram	24	hour	003017096009.CEL
7759	liver	Rattus norvegicus	lomustine	Middle	2	milligram per kilogram	24	hour	003017096010.CEL
7760	liver	Rattus norvegicus	lomustine	High	6	milligram per kilogram	3	hour	003017100011.CEL
7761	liver	Rattus norvegicus	lomustine	High	6	milligram per kilogram	3	hour	003017100012.CEL
7762	liver	Rattus norvegicus	lomustine	High	6	milligram per kilogram	3	hour	003017100013.CEL
7763	liver	Rattus norvegicus	lomustine	High	6	milligram per kilogram	6	hour	003017100023.CEL
7764	liver	Rattus norvegicus	lomustine	High	6	milligram per kilogram	6	hour	003017100025.CEL
7765	liver	Rattus norvegicus	lomustine	High	6	milligram per kilogram	6	hour	003017122008.CEL
7766	liver	Rattus norvegicus	lomustine	High	6	milligram per kilogram	9	hour	003017074029.CEL
7767	liver	Rattus norvegicus	lomustine	High	6	milligram per kilogram	9	hour	003017074030.CEL
7768	liver	Rattus norvegicus	lomustine	High	6	milligram per kilogram	9	hour	003017075001.CEL
7769	liver	Rattus norvegicus	lomustine	High	6	milligram per kilogram	24	hour	003017075012.CEL
7770	liver	Rattus norvegicus	lomustine	High	6	milligram per kilogram	24	hour	003017096011.CEL
7771	liver	Rattus norvegicus	lomustine	High	6	milligram per kilogram	24	hour	003017096012.CEL
7772	kidney	Rattus norvegicus	lomustine	Control	0	milligram per kilogram	3	hour	003017485018.CEL
7773	kidney	Rattus norvegicus	lomustine	Control	0	milligram per kilogram	3	hour	003017485019.CEL
7774	kidney	Rattus norvegicus	lomustine	Control	0	milligram per kilogram	3	hour	003017485020.CEL
7775	kidney	Rattus norvegicus	lomustine	Control	0	milligram per kilogram	6	hour	003017485030.CEL
7776	kidney	Rattus norvegicus	lomustine	Control	0	milligram per kilogram	6	hour	003017486001.CEL
7777	kidney	Rattus norvegicus	lomustine	Control	0	milligram per kilogram	6	hour	003017486002.CEL
7778	kidney	Rattus norvegicus	lomustine	Control	0	milligram per kilogram	9	hour	003017448029.CEL
7779	kidney	Rattus norvegicus	lomustine	Control	0	milligram per kilogram	9	hour	003017448030.CEL
7780	kidney	Rattus norvegicus	lomustine	Control	0	milligram per kilogram	9	hour	003017449001.CEL
7781	kidney	Rattus norvegicus	lomustine	Control	0	milligram per kilogram	24	hour	003017449011.CEL
7782	kidney	Rattus norvegicus	lomustine	Control	0	milligram per kilogram	24	hour	003017449012.CEL
7783	kidney	Rattus norvegicus	lomustine	Control	0	milligram per kilogram	24	hour	003017449013.CEL
7784	kidney	Rattus norvegicus	lomustine	Low	0.6	milligram per kilogram	3	hour	003017485021.CEL
7785	kidney	Rattus norvegicus	lomustine	Low	0.6	milligram per kilogram	3	hour	003017485022.CEL
7786	kidney	Rattus norvegicus	lomustine	Low	0.6	milligram per kilogram	3	hour	003017485023.CEL
7787	kidney	Rattus norvegicus	lomustine	Low	0.6	milligram per kilogram	6	hour	003017486003.CEL
7788	kidney	Rattus norvegicus	lomustine	Low	0.6	milligram per kilogram	6	hour	003017486004.CEL
7789	kidney	Rattus norvegicus	lomustine	Low	0.6	milligram per kilogram	6	hour	003017486005.CEL
7790	kidney	Rattus norvegicus	lomustine	Low	0.6	milligram per kilogram	9	hour	003017449002.CEL
7791	kidney	Rattus norvegicus	lomustine	Low	0.6	milligram per kilogram	9	hour	003017449003.CEL
7792	kidney	Rattus norvegicus	lomustine	Low	0.6	milligram per kilogram	9	hour	003017449004.CEL
7793	kidney	Rattus norvegicus	lomustine	Low	0.6	milligram per kilogram	24	hour	003017449014.CEL
7794	kidney	Rattus norvegicus	lomustine	Low	0.6	milligram per kilogram	24	hour	003017449015.CEL
7795	kidney	Rattus norvegicus	lomustine	Low	0.6	milligram per kilogram	24	hour	003017449016.CEL
7796	kidney	Rattus norvegicus	lomustine	Middle	2	milligram per kilogram	3	hour	003017485024.CEL
7797	kidney	Rattus norvegicus	lomustine	Middle	2	milligram per kilogram	3	hour	003017485025.CEL
7798	kidney	Rattus norvegicus	lomustine	Middle	2	milligram per kilogram	3	hour	003017485026.CEL
7799	kidney	Rattus norvegicus	lomustine	Middle	2	milligram per kilogram	6	hour	003017486006.CEL
7800	kidney	Rattus norvegicus	lomustine	Middle	2	milligram per kilogram	6	hour	003017486007.CEL
7801	kidney	Rattus norvegicus	lomustine	Middle	2	milligram per kilogram	6	hour	003017486008.CEL
7802	kidney	Rattus norvegicus	lomustine	Middle	2	milligram per kilogram	9	hour	003017449005.CEL
7803	kidney	Rattus norvegicus	lomustine	Middle	2	milligram per kilogram	9	hour	003017449006.CEL
7804	kidney	Rattus norvegicus	lomustine	Middle	2	milligram per kilogram	9	hour	003017449007.CEL
7805	kidney	Rattus norvegicus	lomustine	Middle	2	milligram per kilogram	24	hour	003017449017.CEL
7806	kidney	Rattus norvegicus	lomustine	Middle	2	milligram per kilogram	24	hour	003017449018.CEL
7807	kidney	Rattus norvegicus	lomustine	Middle	2	milligram per kilogram	24	hour	003017449019.CEL
7808	kidney	Rattus norvegicus	lomustine	High	6	milligram per kilogram	3	hour	003017485027.CEL
7809	kidney	Rattus norvegicus	lomustine	High	6	milligram per kilogram	3	hour	003017485028.CEL
7810	kidney	Rattus norvegicus	lomustine	High	6	milligram per kilogram	3	hour	003017485029.CEL
7811	kidney	Rattus norvegicus	lomustine	High	6	milligram per kilogram	6	hour	003017486009.CEL
7812	kidney	Rattus norvegicus	lomustine	High	6	milligram per kilogram	6	hour	003017486010.CEL
7813	kidney	Rattus norvegicus	lomustine	High	6	milligram per kilogram	6	hour	003017486011.CEL
7814	kidney	Rattus norvegicus	lomustine	High	6	milligram per kilogram	9	hour	003017449008.CEL
7815	kidney	Rattus norvegicus	lomustine	High	6	milligram per kilogram	9	hour	003017449009.CEL
7816	kidney	Rattus norvegicus	lomustine	High	6	milligram per kilogram	9	hour	003017449010.CEL
7817	kidney	Rattus norvegicus	lomustine	High	6	milligram per kilogram	24	hour	003017449020.CEL
7818	kidney	Rattus norvegicus	lomustine	High	6	milligram per kilogram	24	hour	003017449021.CEL
7819	kidney	Rattus norvegicus	lomustine	High	6	milligram per kilogram	24	hour	003017449022.CEL
7820	hepatocyte	Rattus norvegicus	lomustine	Control	0	micromolar	2	hour	003017170009.CEL
7821	hepatocyte	Rattus norvegicus	lomustine	Control	0	micromolar	2	hour	003017170010.CEL
7822	hepatocyte	Rattus norvegicus	lomustine	Control	0	micromolar	8	hour	003017170017.CEL
7823	hepatocyte	Rattus norvegicus	lomustine	Control	0	micromolar	8	hour	003017170018.CEL
7824	hepatocyte	Rattus norvegicus	lomustine	Control	0	micromolar	24	hour	003017170025.CEL
7825	hepatocyte	Rattus norvegicus	lomustine	Control	0	micromolar	24	hour	003017170026.CEL
7826	hepatocyte	Rattus norvegicus	lomustine	Low	04.sie	micromolar	2	hour	003017170011.CEL
7827	hepatocyte	Rattus norvegicus	lomustine	Low	04.sie	micromolar	2	hour	003017170012.CEL
7828	hepatocyte	Rattus norvegicus	lomustine	Low	04.sie	micromolar	8	hour	003017170019.CEL
7829	hepatocyte	Rattus norvegicus	lomustine	Low	04.sie	micromolar	8	hour	003017170020.CEL
7830	hepatocyte	Rattus norvegicus	lomustine	Low	04.sie	micromolar	24	hour	003017170027.CEL
7831	hepatocyte	Rattus norvegicus	lomustine	Low	04.sie	micromolar	24	hour	003017170028.CEL
7832	hepatocyte	Rattus norvegicus	lomustine	Middle	24	micromolar	2	hour	003017170013.CEL
7833	hepatocyte	Rattus norvegicus	lomustine	Middle	24	micromolar	2	hour	003017170014.CEL
7834	hepatocyte	Rattus norvegicus	lomustine	Middle	24	micromolar	8	hour	003017170021.CEL
7835	hepatocyte	Rattus norvegicus	lomustine	Middle	24	micromolar	8	hour	003017170022.CEL
7836	hepatocyte	Rattus norvegicus	lomustine	Middle	24	micromolar	24	hour	003017170029.CEL
7837	hepatocyte	Rattus norvegicus	lomustine	Middle	24	micromolar	24	hour	003017170030.CEL
7838	hepatocyte	Rattus norvegicus	lomustine	High	120	micromolar	2	hour	003017170015.CEL
7839	hepatocyte	Rattus norvegicus	lomustine	High	120	micromolar	2	hour	003017170016.CEL
7840	hepatocyte	Rattus norvegicus	lomustine	High	120	micromolar	8	hour	003017170023.CEL
7841	hepatocyte	Rattus norvegicus	lomustine	High	120	micromolar	8	hour	003017170024.CEL
7842	hepatocyte	Rattus norvegicus	lomustine	High	120	micromolar	24	hour	003017171001.CEL
7843	hepatocyte	Rattus norvegicus	lomustine	High	120	micromolar	24	hour	003017171002.CEL
8444	hepatocyte	Homo sapiens	methyltestosterone	Control	0	micromolar	2	hour	003016048018.CEL
8445	hepatocyte	Homo sapiens	methyltestosterone	Control	0	micromolar	2	hour	003016048019.CEL
8446	hepatocyte	Homo sapiens	methyltestosterone	Control	0	micromolar	8	hour	003016048026.CEL
8447	hepatocyte	Homo sapiens	methyltestosterone	Control	0	micromolar	8	hour	003016048027.CEL
8448	hepatocyte	Homo sapiens	methyltestosterone	Control	0	micromolar	24	hour	003016049004.CEL
8449	hepatocyte	Homo sapiens	methyltestosterone	Control	0	micromolar	24	hour	003016049005.CEL
8450	hepatocyte	Homo sapiens	methyltestosterone	Low	0.8	micromolar	2	hour	003016048020.CEL
8451	hepatocyte	Homo sapiens	methyltestosterone	Low	0.8	micromolar	2	hour	003016048021.CEL
8452	hepatocyte	Homo sapiens	methyltestosterone	Low	0.8	micromolar	8	hour	003016048028.CEL
8453	hepatocyte	Homo sapiens	methyltestosterone	Low	0.8	micromolar	8	hour	003016048029.CEL
8454	hepatocyte	Homo sapiens	methyltestosterone	Low	0.8	micromolar	24	hour	003016049006.CEL
8455	hepatocyte	Homo sapiens	methyltestosterone	Low	0.8	micromolar	24	hour	003016049007.CEL
8456	hepatocyte	Homo sapiens	methyltestosterone	Middle	4	micromolar	2	hour	003016048022.CEL
8457	hepatocyte	Homo sapiens	methyltestosterone	Middle	4	micromolar	2	hour	003016048023.CEL
8458	hepatocyte	Homo sapiens	methyltestosterone	Middle	4	micromolar	8	hour	003016048030.CEL
8459	hepatocyte	Homo sapiens	methyltestosterone	Middle	4	micromolar	8	hour	003016049001.CEL
8460	hepatocyte	Homo sapiens	methyltestosterone	Middle	4	micromolar	24	hour	003016049008.CEL
8461	hepatocyte	Homo sapiens	methyltestosterone	Middle	4	micromolar	24	hour	003016049009.CEL
8462	hepatocyte	Homo sapiens	methyltestosterone	High	20	micromolar	2	hour	003016048024.CEL
8463	hepatocyte	Homo sapiens	methyltestosterone	High	20	micromolar	2	hour	003016048025.CEL
8464	hepatocyte	Homo sapiens	methyltestosterone	High	20	micromolar	8	hour	003016049002.CEL
8465	hepatocyte	Homo sapiens	methyltestosterone	High	20	micromolar	8	hour	003016049003.CEL
8466	hepatocyte	Homo sapiens	methyltestosterone	High	20	micromolar	24	hour	003016049010.CEL
8467	hepatocyte	Homo sapiens	methyltestosterone	High	20	micromolar	24	hour	003016049011.CEL
8468	liver	Rattus norvegicus	methyltestosterone	Control	0	milligram per kilogram	3	hour	003017018002.CEL
8469	liver	Rattus norvegicus	methyltestosterone	Control	0	milligram per kilogram	3	hour	003017018003.CEL
8470	liver	Rattus norvegicus	methyltestosterone	Control	0	milligram per kilogram	3	hour	003017018004.CEL
8471	liver	Rattus norvegicus	methyltestosterone	Control	0	milligram per kilogram	6	hour	003017020002.CEL
8472	liver	Rattus norvegicus	methyltestosterone	Control	0	milligram per kilogram	6	hour	003017020003.CEL
8473	liver	Rattus norvegicus	methyltestosterone	Control	0	milligram per kilogram	6	hour	003017020004.CEL
8474	liver	Rattus norvegicus	methyltestosterone	Control	0	milligram per kilogram	9	hour	003017025009.CEL
8475	liver	Rattus norvegicus	methyltestosterone	Control	0	milligram per kilogram	9	hour	003017025010.CEL
8476	liver	Rattus norvegicus	methyltestosterone	Control	0	milligram per kilogram	9	hour	003017025011.CEL
8477	liver	Rattus norvegicus	methyltestosterone	Control	0	milligram per kilogram	24	hour	003017025021.CEL
8478	liver	Rattus norvegicus	methyltestosterone	Control	0	milligram per kilogram	24	hour	003017025022.CEL
8479	liver	Rattus norvegicus	methyltestosterone	Control	0	milligram per kilogram	24	hour	003017025023.CEL
8480	liver	Rattus norvegicus	methyltestosterone	Low	30	milligram per kilogram	3	hour	003017018005.CEL
8481	liver	Rattus norvegicus	methyltestosterone	Low	30	milligram per kilogram	3	hour	003017018006.CEL
8482	liver	Rattus norvegicus	methyltestosterone	Low	30	milligram per kilogram	3	hour	003017019001.CEL
8483	liver	Rattus norvegicus	methyltestosterone	Low	30	milligram per kilogram	6	hour	003017020005.CEL
8484	liver	Rattus norvegicus	methyltestosterone	Low	30	milligram per kilogram	6	hour	003017020006.CEL
8485	liver	Rattus norvegicus	methyltestosterone	Low	30	milligram per kilogram	6	hour	003017021001.CEL
8486	liver	Rattus norvegicus	methyltestosterone	Low	30	milligram per kilogram	9	hour	003017025012.CEL
8487	liver	Rattus norvegicus	methyltestosterone	Low	30	milligram per kilogram	9	hour	003017025013.CEL
8488	liver	Rattus norvegicus	methyltestosterone	Low	30	milligram per kilogram	9	hour	003017025014.CEL
8489	liver	Rattus norvegicus	methyltestosterone	Low	30	milligram per kilogram	24	hour	003017025024.CEL
8490	liver	Rattus norvegicus	methyltestosterone	Low	30	milligram per kilogram	24	hour	003017025025.CEL
8491	liver	Rattus norvegicus	methyltestosterone	Low	30	milligram per kilogram	24	hour	003017025026.CEL
8492	liver	Rattus norvegicus	methyltestosterone	Middle	100	milligram per kilogram	3	hour	003017019002.CEL
8493	liver	Rattus norvegicus	methyltestosterone	Middle	100	milligram per kilogram	3	hour	003017019003.CEL
8494	liver	Rattus norvegicus	methyltestosterone	Middle	100	milligram per kilogram	3	hour	003017019004.CEL
8495	liver	Rattus norvegicus	methyltestosterone	Middle	100	milligram per kilogram	6	hour	003017021002.CEL
8496	liver	Rattus norvegicus	methyltestosterone	Middle	100	milligram per kilogram	6	hour	003017021003.CEL
8497	liver	Rattus norvegicus	methyltestosterone	Middle	100	milligram per kilogram	6	hour	003017021004.CEL
8498	liver	Rattus norvegicus	methyltestosterone	Middle	100	milligram per kilogram	9	hour	003017025015.CEL
8499	liver	Rattus norvegicus	methyltestosterone	Middle	100	milligram per kilogram	9	hour	003017025016.CEL
8500	liver	Rattus norvegicus	methyltestosterone	Middle	100	milligram per kilogram	9	hour	003017025017.CEL
8501	liver	Rattus norvegicus	methyltestosterone	Middle	100	milligram per kilogram	24	hour	003017025027.CEL
8502	liver	Rattus norvegicus	methyltestosterone	Middle	100	milligram per kilogram	24	hour	003017025028.CEL
8503	liver	Rattus norvegicus	methyltestosterone	Middle	100	milligram per kilogram	24	hour	003017025029.CEL
8504	liver	Rattus norvegicus	methyltestosterone	High	300	milligram per kilogram	3	hour	003017019005.CEL
8505	liver	Rattus norvegicus	methyltestosterone	High	300	milligram per kilogram	3	hour	003017019006.CEL
8506	liver	Rattus norvegicus	methyltestosterone	High	300	milligram per kilogram	3	hour	003017020001.CEL
8507	liver	Rattus norvegicus	methyltestosterone	High	300	milligram per kilogram	6	hour	003017021005.CEL
8508	liver	Rattus norvegicus	methyltestosterone	High	300	milligram per kilogram	6	hour	003017021006.CEL
8509	liver	Rattus norvegicus	methyltestosterone	High	300	milligram per kilogram	6	hour	003017021007.CEL
8510	liver	Rattus norvegicus	methyltestosterone	High	300	milligram per kilogram	9	hour	003017025018.CEL
8511	liver	Rattus norvegicus	methyltestosterone	High	300	milligram per kilogram	9	hour	003017025019.CEL
8512	liver	Rattus norvegicus	methyltestosterone	High	300	milligram per kilogram	9	hour	003017025020.CEL
8513	liver	Rattus norvegicus	methyltestosterone	High	300	milligram per kilogram	24	hour	003017025030.CEL
8514	liver	Rattus norvegicus	methyltestosterone	High	300	milligram per kilogram	24	hour	003017026001.CEL
8515	liver	Rattus norvegicus	methyltestosterone	High	300	milligram per kilogram	24	hour	003017026002.CEL
8516	kidney	Rattus norvegicus	methyltestosterone	Control	0	milligram per kilogram	3	hour	003017178003.CEL
8517	kidney	Rattus norvegicus	methyltestosterone	Control	0	milligram per kilogram	3	hour	003017178004.CEL
8518	kidney	Rattus norvegicus	methyltestosterone	Control	0	milligram per kilogram	3	hour	003017178005.CEL
8519	kidney	Rattus norvegicus	methyltestosterone	Control	0	milligram per kilogram	6	hour	003017178015.CEL
8520	kidney	Rattus norvegicus	methyltestosterone	Control	0	milligram per kilogram	6	hour	003017178016.CEL
8521	kidney	Rattus norvegicus	methyltestosterone	Control	0	milligram per kilogram	6	hour	003017178017.CEL
8522	kidney	Rattus norvegicus	methyltestosterone	Control	0	milligram per kilogram	9	hour	003017179001.CEL
8523	kidney	Rattus norvegicus	methyltestosterone	Control	0	milligram per kilogram	9	hour	003017179002.CEL
8524	kidney	Rattus norvegicus	methyltestosterone	Control	0	milligram per kilogram	9	hour	003017179003.CEL
8525	kidney	Rattus norvegicus	methyltestosterone	Control	0	milligram per kilogram	24	hour	003017179013.CEL
8526	kidney	Rattus norvegicus	methyltestosterone	Control	0	milligram per kilogram	24	hour	003017179014.CEL
8527	kidney	Rattus norvegicus	methyltestosterone	Control	0	milligram per kilogram	24	hour	003017179015.CEL
8528	kidney	Rattus norvegicus	methyltestosterone	Low	30	milligram per kilogram	3	hour	003017178006.CEL
8529	kidney	Rattus norvegicus	methyltestosterone	Low	30	milligram per kilogram	3	hour	003017178007.CEL
8530	kidney	Rattus norvegicus	methyltestosterone	Low	30	milligram per kilogram	3	hour	003017178008.CEL
8531	kidney	Rattus norvegicus	methyltestosterone	Low	30	milligram per kilogram	6	hour	003017178018.CEL
8532	kidney	Rattus norvegicus	methyltestosterone	Low	30	milligram per kilogram	6	hour	003017178019.CEL
8533	kidney	Rattus norvegicus	methyltestosterone	Low	30	milligram per kilogram	6	hour	003017178020.CEL
8534	kidney	Rattus norvegicus	methyltestosterone	Low	30	milligram per kilogram	9	hour	003017179004.CEL
8535	kidney	Rattus norvegicus	methyltestosterone	Low	30	milligram per kilogram	9	hour	003017179005.CEL
8536	kidney	Rattus norvegicus	methyltestosterone	Low	30	milligram per kilogram	9	hour	003017179006.CEL
8537	kidney	Rattus norvegicus	methyltestosterone	Low	30	milligram per kilogram	24	hour	003017179016.CEL
8538	kidney	Rattus norvegicus	methyltestosterone	Low	30	milligram per kilogram	24	hour	003017179017.CEL
