	Characteristics[CellType]	Characteristics[Organism]	Parameter Value[Compound]	Parameter Value[DoseLevel]	Parameter Value[Dose]	Unit[ConcentrationUnit]	Parameter Value[TimeOfCollection]	Unit[TimeUnit]	Array Data File
6754	liver	Rattus norvegicus	hexachlorobenzene	High	2000	milligram per kilogram	3	hour	003017637012.CEL
6755	liver	Rattus norvegicus	hexachlorobenzene	High	2000	milligram per kilogram	6	hour	003017637022.CEL
6756	liver	Rattus norvegicus	hexachlorobenzene	High	2000	milligram per kilogram	6	hour	003017637023.CEL
6757	liver	Rattus norvegicus	hexachlorobenzene	High	2000	milligram per kilogram	6	hour	003017637024.CEL
6758	liver	Rattus norvegicus	hexachlorobenzene	High	2000	milligram per kilogram	9	hour	003017638004.CEL
6759	liver	Rattus norvegicus	hexachlorobenzene	High	2000	milligram per kilogram	9	hour	003017638005.CEL
6760	liver	Rattus norvegicus	hexachlorobenzene	High	2000	milligram per kilogram	9	hour	003017638006.CEL
6761	liver	Rattus norvegicus	hexachlorobenzene	High	2000	milligram per kilogram	24	hour	003017638016.CEL
6762	liver	Rattus norvegicus	hexachlorobenzene	High	2000	milligram per kilogram	24	hour	003017638017.CEL
6763	liver	Rattus norvegicus	hexachlorobenzene	High	2000	milligram per kilogram	24	hour	003017638018.CEL
6764	kidney	Rattus norvegicus	hexachlorobenzene	Control	0	milligram per kilogram	3	hour	003017790016.CEL
6765	kidney	Rattus norvegicus	hexachlorobenzene	Control	0	milligram per kilogram	3	hour	003017790017.CEL
6766	kidney	Rattus norvegicus	hexachlorobenzene	Control	0	milligram per kilogram	3	hour	003017790018.CEL
6767	kidney	Rattus norvegicus	hexachlorobenzene	Control	0	milligram per kilogram	6	hour	003017790028.CEL
6768	kidney	Rattus norvegicus	hexachlorobenzene	Control	0	milligram per kilogram	6	hour	003017790029.CEL
6769	kidney	Rattus norvegicus	hexachlorobenzene	Control	0	milligram per kilogram	6	hour	003017790030.CEL
6770	kidney	Rattus norvegicus	hexachlorobenzene	Control	0	milligram per kilogram	9	hour	003017792004.CEL
6771	kidney	Rattus norvegicus	hexachlorobenzene	Control	0	milligram per kilogram	9	hour	003017792005.CEL
6772	kidney	Rattus norvegicus	hexachlorobenzene	Control	0	milligram per kilogram	9	hour	003017792006.CEL
6773	kidney	Rattus norvegicus	hexachlorobenzene	Control	0	milligram per kilogram	24	hour	003017794017.CEL
6774	kidney	Rattus norvegicus	hexachlorobenzene	Control	0	milligram per kilogram	24	hour	003017794018.CEL
6775	kidney	Rattus norvegicus	hexachlorobenzene	Control	0	milligram per kilogram	24	hour	003017794019.CEL
6776	kidney	Rattus norvegicus	hexachlorobenzene	Low	300	milligram per kilogram	3	hour	003017790019.CEL
6777	kidney	Rattus norvegicus	hexachlorobenzene	Low	300	milligram per kilogram	3	hour	003017790020.CEL
6778	kidney	Rattus norvegicus	hexachlorobenzene	Low	300	milligram per kilogram	3	hour	003017790021.CEL
6779	kidney	Rattus norvegicus	hexachlorobenzene	Low	300	milligram per kilogram	6	hour	003017791001.CEL
6780	kidney	Rattus norvegicus	hexachlorobenzene	Low	300	milligram per kilogram	6	hour	003017791002.CEL
6781	kidney	Rattus norvegicus	hexachlorobenzene	Low	300	milligram per kilogram	6	hour	003017791003.CEL
6782	kidney	Rattus norvegicus	hexachlorobenzene	Low	300	milligram per kilogram	9	hour	003017792007.CEL
6783	kidney	Rattus norvegicus	hexachlorobenzene	Low	300	milligram per kilogram	9	hour	003017792008.CEL
6784	kidney	Rattus norvegicus	hexachlorobenzene	Low	300	milligram per kilogram	9	hour	003017792009.CEL
6785	kidney	Rattus norvegicus	hexachlorobenzene	Low	300	milligram per kilogram	24	hour	003017794020.CEL
6786	kidney	Rattus norvegicus	hexachlorobenzene	Low	300	milligram per kilogram	24	hour	003017794021.CEL
6787	kidney	Rattus norvegicus	hexachlorobenzene	Low	300	milligram per kilogram	24	hour	003017794022.CEL
6788	kidney	Rattus norvegicus	hexachlorobenzene	Middle	1000	milligram per kilogram	3	hour	003017790022.CEL
6789	kidney	Rattus norvegicus	hexachlorobenzene	Middle	1000	milligram per kilogram	3	hour	003017790023.CEL
6790	kidney	Rattus norvegicus	hexachlorobenzene	Middle	1000	milligram per kilogram	3	hour	003017790024.CEL
6791	kidney	Rattus norvegicus	hexachlorobenzene	Middle	1000	milligram per kilogram	6	hour	003017791004.CEL
6792	kidney	Rattus norvegicus	hexachlorobenzene	Middle	1000	milligram per kilogram	6	hour	003017791005.CEL
6793	kidney	Rattus norvegicus	hexachlorobenzene	Middle	1000	milligram per kilogram	6	hour	003017791006.CEL
6794	kidney	Rattus norvegicus	hexachlorobenzene	Middle	1000	milligram per kilogram	9	hour	003017792010.CEL
6795	kidney	Rattus norvegicus	hexachlorobenzene	Middle	1000	milligram per kilogram	9	hour	003017792011.CEL
6796	kidney	Rattus norvegicus	hexachlorobenzene	Middle	1000	milligram per kilogram	9	hour	003017792012.CEL
6797	kidney	Rattus norvegicus	hexachlorobenzene	Middle	1000	milligram per kilogram	24	hour	003017794023.CEL
6798	kidney	Rattus norvegicus	hexachlorobenzene	Middle	1000	milligram per kilogram	24	hour	003017794024.CEL
6799	kidney	Rattus norvegicus	hexachlorobenzene	Middle	1000	milligram per kilogram	24	hour	003017794025.CEL
6800	kidney	Rattus norvegicus	hexachlorobenzene	High	2000	milligram per kilogram	3	hour	003017790025.CEL
6801	kidney	Rattus norvegicus	hexachlorobenzene	High	2000	milligram per kilogram	3	hour	003017790026.CEL
6802	kidney	Rattus norvegicus	hexachlorobenzene	High	2000	milligram per kilogram	3	hour	003017790027.CEL
6803	kidney	Rattus norvegicus	hexachlorobenzene	High	2000	milligram per kilogram	6	hour	003017791007.CEL
6804	kidney	Rattus norvegicus	hexachlorobenzene	High	2000	milligram per kilogram	6	hour	003017791008.CEL
6805	kidney	Rattus norvegicus	hexachlorobenzene	High	2000	milligram per kilogram	6	hour	003017791009.CEL
6806	kidney	Rattus norvegicus	hexachlorobenzene	High	2000	milligram per kilogram	9	hour	003017792013.CEL
6807	kidney	Rattus norvegicus	hexachlorobenzene	High	2000	milligram per kilogram	9	hour	003017792014.CEL
6808	kidney	Rattus norvegicus	hexachlorobenzene	High	2000	milligram per kilogram	9	hour	003017792015.CEL
6809	kidney	Rattus norvegicus	hexachlorobenzene	High	2000	milligram per kilogram	24	hour	003017794026.CEL
6810	kidney	Rattus norvegicus	hexachlorobenzene	High	2000	milligram per kilogram	24	hour	003017794027.CEL
6811	kidney	Rattus norvegicus	hexachlorobenzene	High	2000	milligram per kilogram	24	hour	003017794028.CEL
6812	hepatocyte	Rattus norvegicus	hexachlorobenzene	Control	0	micromolar	2	hour	003017061012.CEL
6813	hepatocyte	Rattus norvegicus	hexachlorobenzene	Control	0	micromolar	2	hour	003017061013.CEL
6814	hepatocyte	Rattus norvegicus	hexachlorobenzene	Control	0	micromolar	8	hour	003017061020.CEL
6815	hepatocyte	Rattus norvegicus	hexachlorobenzene	Control	0	micromolar	8	hour	003017061021.CEL
6816	hepatocyte	Rattus norvegicus	hexachlorobenzene	Control	0	micromolar	24	hour	003017061028.CEL
6817	hepatocyte	Rattus norvegicus	hexachlorobenzene	Control	0	micromolar	24	hour	003017061029.CEL
6818	hepatocyte	Rattus norvegicus	hexachlorobenzene	Low	0.6	micromolar	2	hour	003017061014.CEL
6819	hepatocyte	Rattus norvegicus	hexachlorobenzene	Low	0.6	micromolar	2	hour	003017061015.CEL
6820	hepatocyte	Rattus norvegicus	hexachlorobenzene	Low	0.6	micromolar	8	hour	003017061022.CEL
6821	hepatocyte	Rattus norvegicus	hexachlorobenzene	Low	0.6	micromolar	8	hour	003017061023.CEL
6822	hepatocyte	Rattus norvegicus	hexachlorobenzene	Low	0.6	micromolar	24	hour	003017061030.CEL
6823	hepatocyte	Rattus norvegicus	hexachlorobenzene	Low	0.6	micromolar	24	hour	003017062001.CEL
6824	hepatocyte	Rattus norvegicus	hexachlorobenzene	Middle	3	micromolar	2	hour	003017061016.CEL
6825	hepatocyte	Rattus norvegicus	hexachlorobenzene	Middle	3	micromolar	2	hour	003017061017.CEL
6826	hepatocyte	Rattus norvegicus	hexachlorobenzene	Middle	3	micromolar	8	hour	003017061024.CEL
6827	hepatocyte	Rattus norvegicus	hexachlorobenzene	Middle	3	micromolar	8	hour	003017061025.CEL
6828	hepatocyte	Rattus norvegicus	hexachlorobenzene	Middle	3	micromolar	24	hour	003017062002.CEL
6829	hepatocyte	Rattus norvegicus	hexachlorobenzene	Middle	3	micromolar	24	hour	003017062003.CEL
6830	hepatocyte	Rattus norvegicus	hexachlorobenzene	High	15	micromolar	2	hour	003017061018.CEL
6831	hepatocyte	Rattus norvegicus	hexachlorobenzene	High	15	micromolar	2	hour	003017061019.CEL
6832	hepatocyte	Rattus norvegicus	hexachlorobenzene	High	15	micromolar	8	hour	003017061026.CEL
6833	hepatocyte	Rattus norvegicus	hexachlorobenzene	High	15	micromolar	8	hour	003017061027.CEL
6834	hepatocyte	Rattus norvegicus	hexachlorobenzene	High	15	micromolar	24	hour	003017062004.CEL
6835	hepatocyte	Rattus norvegicus	hexachlorobenzene	High	15	micromolar	24	hour	003017062005.CEL
7004	hepatocyte	Homo sapiens	imipramine	Control	0	micromolar	8	hour	003016065008.CEL
7005	hepatocyte	Homo sapiens	imipramine	Control	0	micromolar	8	hour	003016065009.CEL
7006	hepatocyte	Homo sapiens	imipramine	Control	0	micromolar	24	hour	003016065014.CEL
7007	hepatocyte	Homo sapiens	imipramine	Control	0	micromolar	24	hour	003016065015.CEL
7008	hepatocyte	Homo sapiens	imipramine	Middle	3	micromolar	8	hour	003016065010.CEL
7009	hepatocyte	Homo sapiens	imipramine	Middle	3	micromolar	8	hour	003016065011.CEL
7010	hepatocyte	Homo sapiens	imipramine	Middle	3	micromolar	24	hour	003016065016.CEL
7011	hepatocyte	Homo sapiens	imipramine	Middle	3	micromolar	24	hour	003016065017.CEL
7012	hepatocyte	Homo sapiens	imipramine	High	15	micromolar	8	hour	003016065012.CEL
7013	hepatocyte	Homo sapiens	imipramine	High	15	micromolar	8	hour	003016065013.CEL
7014	hepatocyte	Homo sapiens	imipramine	High	15	micromolar	24	hour	003016065018.CEL
7015	hepatocyte	Homo sapiens	imipramine	High	15	micromolar	24	hour	003016065019.CEL
7016	liver	Rattus norvegicus	imipramine	Control	0	milligram per kilogram	3	hour	003017154001.CEL
7017	liver	Rattus norvegicus	imipramine	Control	0	milligram per kilogram	3	hour	003017154002.CEL
7018	liver	Rattus norvegicus	imipramine	Control	0	milligram per kilogram	3	hour	003017154003.CEL
7019	liver	Rattus norvegicus	imipramine	Control	0	milligram per kilogram	6	hour	003017154013.CEL
7020	liver	Rattus norvegicus	imipramine	Control	0	milligram per kilogram	6	hour	003017154014.CEL
7021	liver	Rattus norvegicus	imipramine	Control	0	milligram per kilogram	6	hour	003017154015.CEL
7022	liver	Rattus norvegicus	imipramine	Control	0	milligram per kilogram	9	hour	003017153002.CEL
7023	liver	Rattus norvegicus	imipramine	Control	0	milligram per kilogram	9	hour	003017153003.CEL
7024	liver	Rattus norvegicus	imipramine	Control	0	milligram per kilogram	9	hour	003017153004.CEL
7025	liver	Rattus norvegicus	imipramine	Control	0	milligram per kilogram	24	hour	003017153014.CEL
7026	liver	Rattus norvegicus	imipramine	Control	0	milligram per kilogram	24	hour	003017153015.CEL
7027	liver	Rattus norvegicus	imipramine	Control	0	milligram per kilogram	24	hour	003017153016.CEL
7028	liver	Rattus norvegicus	imipramine	Low	10	milligram per kilogram	3	hour	003017154004.CEL
7029	liver	Rattus norvegicus	imipramine	Low	10	milligram per kilogram	3	hour	003017154005.CEL
7030	liver	Rattus norvegicus	imipramine	Low	10	milligram per kilogram	3	hour	003017154006.CEL
7031	liver	Rattus norvegicus	imipramine	Low	10	milligram per kilogram	6	hour	003017154016.CEL
7032	liver	Rattus norvegicus	imipramine	Low	10	milligram per kilogram	6	hour	003017154017.CEL
7033	liver	Rattus norvegicus	imipramine	Low	10	milligram per kilogram	6	hour	003017154018.CEL
7034	liver	Rattus norvegicus	imipramine	Low	10	milligram per kilogram	9	hour	003017153005.CEL
7035	liver	Rattus norvegicus	imipramine	Low	10	milligram per kilogram	9	hour	003017153006.CEL
7036	liver	Rattus norvegicus	imipramine	Low	10	milligram per kilogram	9	hour	003017153007.CEL
7037	liver	Rattus norvegicus	imipramine	Low	10	milligram per kilogram	24	hour	003017153017.CEL
7038	liver	Rattus norvegicus	imipramine	Low	10	milligram per kilogram	24	hour	003017153018.CEL
7039	liver	Rattus norvegicus	imipramine	Low	10	milligram per kilogram	24	hour	003017153019.CEL
7040	liver	Rattus norvegicus	imipramine	Middle	30	milligram per kilogram	3	hour	003017154007.CEL
7041	liver	Rattus norvegicus	imipramine	Middle	30	milligram per kilogram	3	hour	003017154008.CEL
7042	liver	Rattus norvegicus	imipramine	Middle	30	milligram per kilogram	3	hour	003017154009.CEL
7043	liver	Rattus norvegicus	imipramine	Middle	30	milligram per kilogram	6	hour	003017153026.CEL
7044	liver	Rattus norvegicus	imipramine	Middle	30	milligram per kilogram	6	hour	003017153027.CEL
7045	liver	Rattus norvegicus	imipramine	Middle	30	milligram per kilogram	6	hour	003017154019.CEL
7046	liver	Rattus norvegicus	imipramine	Middle	30	milligram per kilogram	9	hour	003017153008.CEL
7047	liver	Rattus norvegicus	imipramine	Middle	30	milligram per kilogram	9	hour	003017153009.CEL
7048	liver	Rattus norvegicus	imipramine	Middle	30	milligram per kilogram	9	hour	003017153010.CEL
7049	liver	Rattus norvegicus	imipramine	Middle	30	milligram per kilogram	24	hour	003017153020.CEL
7050	liver	Rattus norvegicus	imipramine	Middle	30	milligram per kilogram	24	hour	003017153021.CEL
7051	liver	Rattus norvegicus	imipramine	Middle	30	milligram per kilogram	24	hour	003017153022.CEL
7052	liver	Rattus norvegicus	imipramine	High	100	milligram per kilogram	3	hour	003017154010.CEL
7053	liver	Rattus norvegicus	imipramine	High	100	milligram per kilogram	3	hour	003017154011.CEL
7054	liver	Rattus norvegicus	imipramine	High	100	milligram per kilogram	3	hour	003017154012.CEL
7055	liver	Rattus norvegicus	imipramine	High	100	milligram per kilogram	6	hour	003017153028.CEL
7056	liver	Rattus norvegicus	imipramine	High	100	milligram per kilogram	6	hour	003017153029.CEL
7057	liver	Rattus norvegicus	imipramine	High	100	milligram per kilogram	6	hour	003017153030.CEL
7058	liver	Rattus norvegicus	imipramine	High	100	milligram per kilogram	9	hour	003017153011.CEL
7059	liver	Rattus norvegicus	imipramine	High	100	milligram per kilogram	9	hour	003017153012.CEL
7060	liver	Rattus norvegicus	imipramine	High	100	milligram per kilogram	9	hour	003017153013.CEL
7061	liver	Rattus norvegicus	imipramine	High	100	milligram per kilogram	24	hour	003017153023.CEL
7062	liver	Rattus norvegicus	imipramine	High	100	milligram per kilogram	24	hour	003017153024.CEL
7063	liver	Rattus norvegicus	imipramine	High	100	milligram per kilogram	24	hour	003017153025.CEL
7064	kidney	Rattus norvegicus	imipramine	Control	0	milligram per kilogram	3	hour	003017505025.CEL
7065	kidney	Rattus norvegicus	imipramine	Control	0	milligram per kilogram	3	hour	003017505026.CEL
7066	kidney	Rattus norvegicus	imipramine	Control	0	milligram per kilogram	3	hour	003017505027.CEL
7067	kidney	Rattus norvegicus	imipramine	Control	0	milligram per kilogram	6	hour	003017506007.CEL
7068	kidney	Rattus norvegicus	imipramine	Control	0	milligram per kilogram	6	hour	003017506008.CEL
7069	kidney	Rattus norvegicus	imipramine	Control	0	milligram per kilogram	6	hour	003017506009.CEL
7070	kidney	Rattus norvegicus	imipramine	Control	0	milligram per kilogram	9	hour	003017459022.CEL
7071	kidney	Rattus norvegicus	imipramine	Control	0	milligram per kilogram	9	hour	003017459023.CEL
7072	kidney	Rattus norvegicus	imipramine	Control	0	milligram per kilogram	9	hour	003017459024.CEL
7073	kidney	Rattus norvegicus	imipramine	Control	0	milligram per kilogram	24	hour	003017460004.CEL
7074	kidney	Rattus norvegicus	imipramine	Control	0	milligram per kilogram	24	hour	003017460005.CEL
7075	kidney	Rattus norvegicus	imipramine	Control	0	milligram per kilogram	24	hour	003017460006.CEL
7076	kidney	Rattus norvegicus	imipramine	Low	10	milligram per kilogram	3	hour	003017505028.CEL
7077	kidney	Rattus norvegicus	imipramine	Low	10	milligram per kilogram	3	hour	003017505029.CEL
7078	kidney	Rattus norvegicus	imipramine	Low	10	milligram per kilogram	3	hour	003017505030.CEL
7079	kidney	Rattus norvegicus	imipramine	Low	10	milligram per kilogram	6	hour	003017506010.CEL
7080	kidney	Rattus norvegicus	imipramine	Low	10	milligram per kilogram	6	hour	003017506011.CEL
7081	kidney	Rattus norvegicus	imipramine	Low	10	milligram per kilogram	6	hour	003017506012.CEL
7082	kidney	Rattus norvegicus	imipramine	Low	10	milligram per kilogram	9	hour	003017459025.CEL
7083	kidney	Rattus norvegicus	imipramine	Low	10	milligram per kilogram	9	hour	003017459026.CEL
7084	kidney	Rattus norvegicus	imipramine	Low	10	milligram per kilogram	9	hour	003017459027.CEL
7085	kidney	Rattus norvegicus	imipramine	Low	10	milligram per kilogram	24	hour	003017460007.CEL
7086	kidney	Rattus norvegicus	imipramine	Low	10	milligram per kilogram	24	hour	003017460008.CEL
7087	kidney	Rattus norvegicus	imipramine	Low	10	milligram per kilogram	24	hour	003017460009.CEL
7088	kidney	Rattus norvegicus	imipramine	Middle	30	milligram per kilogram	3	hour	003017506001.CEL
7089	kidney	Rattus norvegicus	imipramine	Middle	30	milligram per kilogram	3	hour	003017506002.CEL
7090	kidney	Rattus norvegicus	imipramine	Middle	30	milligram per kilogram	3	hour	003017506003.CEL
7091	kidney	Rattus norvegicus	imipramine	Middle	30	milligram per kilogram	6	hour	003017506013.CEL
7092	kidney	Rattus norvegicus	imipramine	Middle	30	milligram per kilogram	6	hour	003017506014.CEL
7093	kidney	Rattus norvegicus	imipramine	Middle	30	milligram per kilogram	6	hour	003017506015.CEL
7094	kidney	Rattus norvegicus	imipramine	Middle	30	milligram per kilogram	9	hour	003017459028.CEL
7095	kidney	Rattus norvegicus	imipramine	Middle	30	milligram per kilogram	9	hour	003017459029.CEL
7096	kidney	Rattus norvegicus	imipramine	Middle	30	milligram per kilogram	9	hour	003017459030.CEL
7097	kidney	Rattus norvegicus	imipramine	Middle	30	milligram per kilogram	24	hour	003017460010.CEL
7098	kidney	Rattus norvegicus	imipramine	Middle	30	milligram per kilogram	24	hour	003017460011.CEL
7099	kidney	Rattus norvegicus	imipramine	Middle	30	milligram per kilogram	24	hour	003017460012.CEL
7100	kidney	Rattus norvegicus	imipramine	High	100	milligram per kilogram	3	hour	003017506004.CEL
7101	kidney	Rattus norvegicus	imipramine	High	100	milligram per kilogram	3	hour	003017506005.CEL
7102	kidney	Rattus norvegicus	imipramine	High	100	milligram per kilogram	3	hour	003017506006.CEL
7103	kidney	Rattus norvegicus	imipramine	High	100	milligram per kilogram	6	hour	003017506016.CEL
7104	kidney	Rattus norvegicus	imipramine	High	100	milligram per kilogram	6	hour	003017506017.CEL
7105	kidney	Rattus norvegicus	imipramine	High	100	milligram per kilogram	6	hour	003017506018.CEL
7106	kidney	Rattus norvegicus	imipramine	High	100	milligram per kilogram	9	hour	003017460001.CEL
7107	kidney	Rattus norvegicus	imipramine	High	100	milligram per kilogram	9	hour	003017460002.CEL
7108	kidney	Rattus norvegicus	imipramine	High	100	milligram per kilogram	9	hour	003017460003.CEL
7109	kidney	Rattus norvegicus	imipramine	High	100	milligram per kilogram	24	hour	003017460013.CEL
7110	kidney	Rattus norvegicus	imipramine	High	100	milligram per kilogram	24	hour	003017460014.CEL
7111	kidney	Rattus norvegicus	imipramine	High	100	milligram per kilogram	24	hour	003017460015.CEL
7112	hepatocyte	Rattus norvegicus	imipramine	Control	0	micromolar	2	hour	003017216023.CEL
7113	hepatocyte	Rattus norvegicus	imipramine	Control	0	micromolar	2	hour	003017216024.CEL
7114	hepatocyte	Rattus norvegicus	imipramine	Control	0	micromolar	8	hour	003017217001.CEL
7115	hepatocyte	Rattus norvegicus	imipramine	Control	0	micromolar	8	hour	003017217002.CEL
7116	hepatocyte	Rattus norvegicus	imipramine	Control	0	micromolar	24	hour	003017217009.CEL
7117	hepatocyte	Rattus norvegicus	imipramine	Control	0	micromolar	24	hour	003017217010.CEL
7118	hepatocyte	Rattus norvegicus	imipramine	Low	4	micromolar	2	hour	003017216025.CEL
7119	hepatocyte	Rattus norvegicus	imipramine	Low	4	micromolar	2	hour	003017216026.CEL
7120	hepatocyte	Rattus norvegicus	imipramine	Low	4	micromolar	8	hour	003017217003.CEL
7121	hepatocyte	Rattus norvegicus	imipramine	Low	4	micromolar	8	hour	003017217004.CEL
7122	hepatocyte	Rattus norvegicus	imipramine	Low	4	micromolar	24	hour	003017217011.CEL
7123	hepatocyte	Rattus norvegicus	imipramine	Low	4	micromolar	24	hour	003017217012.CEL
7124	hepatocyte	Rattus norvegicus	imipramine	Middle	20	micromolar	2	hour	003017216027.CEL
7125	hepatocyte	Rattus norvegicus	imipramine	Middle	20	micromolar	2	hour	003017216028.CEL
7126	hepatocyte	Rattus norvegicus	imipramine	Middle	20	micromolar	8	hour	003017217005.CEL
7127	hepatocyte	Rattus norvegicus	imipramine	Middle	20	micromolar	8	hour	003017217006.CEL
7128	hepatocyte	Rattus norvegicus	imipramine	Middle	20	micromolar	24	hour	003017217013.CEL
7129	hepatocyte	Rattus norvegicus	imipramine	Middle	20	micromolar	24	hour	003017217014.CEL
7130	hepatocyte	Rattus norvegicus	imipramine	High	100	micromolar	2	hour	003017216029.CEL
7131	hepatocyte	Rattus norvegicus	imipramine	High	100	micromolar	2	hour	003017216030.CEL
7132	hepatocyte	Rattus norvegicus	imipramine	High	100	micromolar	8	hour	003017217007.CEL
7133	hepatocyte	Rattus norvegicus	imipramine	High	100	micromolar	8	hour	003017217008.CEL
7134	hepatocyte	Rattus norvegicus	imipramine	High	100	micromolar	24	hour	003017217015.CEL
7135	hepatocyte	Rattus norvegicus	imipramine	High	100	micromolar	24	hour	003017217016.CEL
7136	hepatocyte	Homo sapiens	indomethacin	Control	0	micromolar	2	hour	003016014004.CEL
7137	hepatocyte	Homo sapiens	indomethacin	Control	0	micromolar	2	hour	003016014005.CEL
7138	hepatocyte	Homo sapiens	indomethacin	Control	0	micromolar	8	hour	003016014012.CEL
7139	hepatocyte	Homo sapiens	indomethacin	Control	0	micromolar	8	hour	003016014013.CEL
7140	hepatocyte	Homo sapiens	indomethacin	Control	0	micromolar	24	hour	003016014020.CEL
7141	hepatocyte	Homo sapiens	indomethacin	Control	0	micromolar	24	hour	003016014021.CEL
7142	hepatocyte	Homo sapiens	indomethacin	Low	8	micromolar	2	hour	003016014006.CEL
7143	hepatocyte	Homo sapiens	indomethacin	Low	8	micromolar	2	hour	003016014007.CEL
7144	hepatocyte	Homo sapiens	indomethacin	Low	8	micromolar	8	hour	003016014014.CEL
7145	hepatocyte	Homo sapiens	indomethacin	Low	8	micromolar	8	hour	003016014015.CEL
7146	hepatocyte	Homo sapiens	indomethacin	Low	8	micromolar	24	hour	003016014022.CEL
7147	hepatocyte	Homo sapiens	indomethacin	Low	8	micromolar	24	hour	003016014023.CEL
7148	hepatocyte	Homo sapiens	indomethacin	Middle	40	micromolar	2	hour	003016014008.CEL
7149	hepatocyte	Homo sapiens	indomethacin	Middle	40	micromolar	2	hour	003016014009.CEL
7150	hepatocyte	Homo sapiens	indomethacin	Middle	40	micromolar	8	hour	003016014016.CEL
7151	hepatocyte	Homo sapiens	indomethacin	Middle	40	micromolar	8	hour	003016014017.CEL
7152	hepatocyte	Homo sapiens	indomethacin	Middle	40	micromolar	24	hour	003016014024.CEL
7153	hepatocyte	Homo sapiens	indomethacin	Middle	40	micromolar	24	hour	003016014025.CEL
7154	hepatocyte	Homo sapiens	indomethacin	High	200	micromolar	2	hour	003016014010.CEL
7155	hepatocyte	Homo sapiens	indomethacin	High	200	micromolar	2	hour	003016014011.CEL
7156	hepatocyte	Homo sapiens	indomethacin	High	200	micromolar	8	hour	003016014018.CEL
7157	hepatocyte	Homo sapiens	indomethacin	High	200	micromolar	8	hour	003016014019.CEL
7158	hepatocyte	Homo sapiens	indomethacin	High	200	micromolar	24	hour	003016014026.CEL
7159	hepatocyte	Homo sapiens	indomethacin	High	200	micromolar	24	hour	003016014027.CEL
7160	liver	Rattus norvegicus	indomethacin	Control	0	milligram per kilogram	3	hour	003017639013.CEL
7161	liver	Rattus norvegicus	indomethacin	Control	0	milligram per kilogram	3	hour	003017639014.CEL
7162	liver	Rattus norvegicus	indomethacin	Control	0	milligram per kilogram	3	hour	003017639015.CEL
7163	liver	Rattus norvegicus	indomethacin	Control	0	milligram per kilogram	6	hour	003017639025.CEL
7164	liver	Rattus norvegicus	indomethacin	Control	0	milligram per kilogram	6	hour	003017639026.CEL
7165	liver	Rattus norvegicus	indomethacin	Control	0	milligram per kilogram	6	hour	003017639027.CEL
7166	liver	Rattus norvegicus	indomethacin	Control	0	milligram per kilogram	9	hour	003017638019.CEL
7167	liver	Rattus norvegicus	indomethacin	Control	0	milligram per kilogram	9	hour	003017638020.CEL
7168	liver	Rattus norvegicus	indomethacin	Control	0	milligram per kilogram	9	hour	003017638021.CEL
7169	liver	Rattus norvegicus	indomethacin	Control	0	milligram per kilogram	24	hour	003017639001.CEL
7170	liver	Rattus norvegicus	indomethacin	Control	0	milligram per kilogram	24	hour	003017639002.CEL
7171	liver	Rattus norvegicus	indomethacin	Control	0	milligram per kilogram	24	hour	003017639003.CEL
7172	liver	Rattus norvegicus	indomethacin	Low	5	milligram per kilogram	3	hour	003017639016.CEL
7173	liver	Rattus norvegicus	indomethacin	Low	5	milligram per kilogram	3	hour	003017639017.CEL
7174	liver	Rattus norvegicus	indomethacin	Low	5	milligram per kilogram	3	hour	003017639018.CEL
7175	liver	Rattus norvegicus	indomethacin	Low	5	milligram per kilogram	6	hour	003017639028.CEL
7176	liver	Rattus norvegicus	indomethacin	Low	5	milligram per kilogram	6	hour	003017639029.CEL
7177	liver	Rattus norvegicus	indomethacin	Low	5	milligram per kilogram	6	hour	003017639030.CEL
7178	liver	Rattus norvegicus	indomethacin	Low	5	milligram per kilogram	9	hour	003017638022.CEL
7179	liver	Rattus norvegicus	indomethacin	Low	5	milligram per kilogram	9	hour	003017638023.CEL
7180	liver	Rattus norvegicus	indomethacin	Low	5	milligram per kilogram	9	hour	003017638024.CEL
7181	liver	Rattus norvegicus	indomethacin	Low	5	milligram per kilogram	24	hour	003017639004.CEL
7182	liver	Rattus norvegicus	indomethacin	Low	5	milligram per kilogram	24	hour	003017639005.CEL
7183	liver	Rattus norvegicus	indomethacin	Low	5	milligram per kilogram	24	hour	003017639006.CEL
7184	liver	Rattus norvegicus	indomethacin	Middle	15	milligram per kilogram	3	hour	003017639019.CEL
7185	liver	Rattus norvegicus	indomethacin	Middle	15	milligram per kilogram	3	hour	003017639020.CEL
7186	liver	Rattus norvegicus	indomethacin	Middle	15	milligram per kilogram	3	hour	003017639021.CEL
7187	liver	Rattus norvegicus	indomethacin	Middle	15	milligram per kilogram	6	hour	003017640001.CEL
7188	liver	Rattus norvegicus	indomethacin	Middle	15	milligram per kilogram	6	hour	003017640002.CEL
7189	liver	Rattus norvegicus	indomethacin	Middle	15	milligram per kilogram	6	hour	003017659004.CEL
7190	liver	Rattus norvegicus	indomethacin	Middle	15	milligram per kilogram	9	hour	003017638025.CEL
7191	liver	Rattus norvegicus	indomethacin	Middle	15	milligram per kilogram	9	hour	003017638026.CEL
7192	liver	Rattus norvegicus	indomethacin	Middle	15	milligram per kilogram	9	hour	003017638027.CEL
7193	liver	Rattus norvegicus	indomethacin	Middle	15	milligram per kilogram	24	hour	003017639007.CEL
