	Characteristics[CellType]	Characteristics[Organism]	Parameter Value[Compound]	Parameter Value[DoseLevel]	Parameter Value[Dose]	Unit[ConcentrationUnit]	Parameter Value[TimeOfCollection]	Unit[TimeUnit]	Array Data File
6691	hepatocyte	Rattus norvegicus	haloperidol	High	50	micromolar	24	hour	003017137011.CEL
6696	hepatocyte	Homo sapiens	hexachlorobenzene	Control	0	micromolar	24	hour	003016027016.CEL
6697	hepatocyte	Homo sapiens	hexachlorobenzene	Control	0	micromolar	24	hour	003016027017.CEL
6714	hepatocyte	Homo sapiens	hexachlorobenzene	High	30	micromolar	24	hour	003016027022.CEL
6715	hepatocyte	Homo sapiens	hexachlorobenzene	High	30	micromolar	24	hour	003016027023.CEL
6725	liver	Rattus norvegicus	hexachlorobenzene	Control	0	milligram per kilogram	24	hour	003017638007.CEL
6726	liver	Rattus norvegicus	hexachlorobenzene	Control	0	milligram per kilogram	24	hour	003017638008.CEL
6727	liver	Rattus norvegicus	hexachlorobenzene	Control	0	milligram per kilogram	24	hour	003017638009.CEL
6761	liver	Rattus norvegicus	hexachlorobenzene	High	2000	milligram per kilogram	24	hour	003017638016.CEL
6762	liver	Rattus norvegicus	hexachlorobenzene	High	2000	milligram per kilogram	24	hour	003017638017.CEL
6763	liver	Rattus norvegicus	hexachlorobenzene	High	2000	milligram per kilogram	24	hour	003017638018.CEL
6773	kidney	Rattus norvegicus	hexachlorobenzene	Control	0	milligram per kilogram	24	hour	003017794017.CEL
6774	kidney	Rattus norvegicus	hexachlorobenzene	Control	0	milligram per kilogram	24	hour	003017794018.CEL
6775	kidney	Rattus norvegicus	hexachlorobenzene	Control	0	milligram per kilogram	24	hour	003017794019.CEL
6809	kidney	Rattus norvegicus	hexachlorobenzene	High	2000	milligram per kilogram	24	hour	003017794026.CEL
6810	kidney	Rattus norvegicus	hexachlorobenzene	High	2000	milligram per kilogram	24	hour	003017794027.CEL
6811	kidney	Rattus norvegicus	hexachlorobenzene	High	2000	milligram per kilogram	24	hour	003017794028.CEL
6816	hepatocyte	Rattus norvegicus	hexachlorobenzene	Control	0	micromolar	24	hour	003017061028.CEL
6817	hepatocyte	Rattus norvegicus	hexachlorobenzene	Control	0	micromolar	24	hour	003017061029.CEL
6834	hepatocyte	Rattus norvegicus	hexachlorobenzene	High	15	micromolar	24	hour	003017062004.CEL
6835	hepatocyte	Rattus norvegicus	hexachlorobenzene	High	15	micromolar	24	hour	003017062005.CEL
6838	hepatocyte	Homo sapiens	hydroxyzine	Control	0	micromolar	24	hour	003016066008.CEL
6839	hepatocyte	Homo sapiens	hydroxyzine	Control	0	micromolar	24	hour	003016066009.CEL
6846	hepatocyte	Homo sapiens	hydroxyzine	High	40	micromolar	24	hour	003016066012.CEL
6847	hepatocyte	Homo sapiens	hydroxyzine	High	40	micromolar	24	hour	003016066013.CEL
6857	liver	Rattus norvegicus	hydroxyzine	Control	0	milligram per kilogram	24	hour	003017182019.CEL
6858	liver	Rattus norvegicus	hydroxyzine	Control	0	milligram per kilogram	24	hour	003017182020.CEL
6859	liver	Rattus norvegicus	hydroxyzine	Control	0	milligram per kilogram	24	hour	003017182021.CEL
6893	liver	Rattus norvegicus	hydroxyzine	High	100	milligram per kilogram	24	hour	003017182028.CEL
6894	liver	Rattus norvegicus	hydroxyzine	High	100	milligram per kilogram	24	hour	003017182029.CEL
6895	liver	Rattus norvegicus	hydroxyzine	High	100	milligram per kilogram	24	hour	003017182030.CEL
6900	hepatocyte	Rattus norvegicus	hydroxyzine	Control	0	micromolar	24	hour	003017230017.CEL
6901	hepatocyte	Rattus norvegicus	hydroxyzine	Control	0	micromolar	24	hour	003017230018.CEL
6918	hepatocyte	Rattus norvegicus	hydroxyzine	High	150	micromolar	24	hour	003017230023.CEL
6919	hepatocyte	Rattus norvegicus	hydroxyzine	High	150	micromolar	24	hour	003017230024.CEL
6922	hepatocyte	Homo sapiens	ibuprofen	Control	0	micromolar	24	hour	003016066020.CEL
6923	hepatocyte	Homo sapiens	ibuprofen	Control	0	micromolar	24	hour	003016066021.CEL
6930	hepatocyte	Homo sapiens	ibuprofen	High	150	micromolar	24	hour	003016066024.CEL
6931	hepatocyte	Homo sapiens	ibuprofen	High	150	micromolar	24	hour	003016066025.CEL
6941	liver	Rattus norvegicus	ibuprofen	Control	0	milligram per kilogram	24	hour	003017120012.CEL
6942	liver	Rattus norvegicus	ibuprofen	Control	0	milligram per kilogram	24	hour	003017120013.CEL
6943	liver	Rattus norvegicus	ibuprofen	Control	0	milligram per kilogram	24	hour	003017120014.CEL
6977	liver	Rattus norvegicus	ibuprofen	High	400	milligram per kilogram	24	hour	003017120021.CEL
6978	liver	Rattus norvegicus	ibuprofen	High	400	milligram per kilogram	24	hour	003017120022.CEL
6979	liver	Rattus norvegicus	ibuprofen	High	400	milligram per kilogram	24	hour	003017120023.CEL
6984	hepatocyte	Rattus norvegicus	ibuprofen	Control	0	micromolar	24	hour	003017280012.CEL
6985	hepatocyte	Rattus norvegicus	ibuprofen	Control	0	micromolar	24	hour	003017280013.CEL
7002	hepatocyte	Rattus norvegicus	ibuprofen	High	1000	micromolar	24	hour	003017280018.CEL
7003	hepatocyte	Rattus norvegicus	ibuprofen	High	1000	micromolar	24	hour	003017280019.CEL
7006	hepatocyte	Homo sapiens	imipramine	Control	0	micromolar	24	hour	003016065014.CEL
7007	hepatocyte	Homo sapiens	imipramine	Control	0	micromolar	24	hour	003016065015.CEL
7014	hepatocyte	Homo sapiens	imipramine	High	15	micromolar	24	hour	003016065018.CEL
7015	hepatocyte	Homo sapiens	imipramine	High	15	micromolar	24	hour	003016065019.CEL
7025	liver	Rattus norvegicus	imipramine	Control	0	milligram per kilogram	24	hour	003017153014.CEL
7026	liver	Rattus norvegicus	imipramine	Control	0	milligram per kilogram	24	hour	003017153015.CEL
7027	liver	Rattus norvegicus	imipramine	Control	0	milligram per kilogram	24	hour	003017153016.CEL
7061	liver	Rattus norvegicus	imipramine	High	100	milligram per kilogram	24	hour	003017153023.CEL
7062	liver	Rattus norvegicus	imipramine	High	100	milligram per kilogram	24	hour	003017153024.CEL
7063	liver	Rattus norvegicus	imipramine	High	100	milligram per kilogram	24	hour	003017153025.CEL
7073	kidney	Rattus norvegicus	imipramine	Control	0	milligram per kilogram	24	hour	003017460004.CEL
7074	kidney	Rattus norvegicus	imipramine	Control	0	milligram per kilogram	24	hour	003017460005.CEL
7075	kidney	Rattus norvegicus	imipramine	Control	0	milligram per kilogram	24	hour	003017460006.CEL
7109	kidney	Rattus norvegicus	imipramine	High	100	milligram per kilogram	24	hour	003017460013.CEL
7110	kidney	Rattus norvegicus	imipramine	High	100	milligram per kilogram	24	hour	003017460014.CEL
7111	kidney	Rattus norvegicus	imipramine	High	100	milligram per kilogram	24	hour	003017460015.CEL
7116	hepatocyte	Rattus norvegicus	imipramine	Control	0	micromolar	24	hour	003017217009.CEL
7117	hepatocyte	Rattus norvegicus	imipramine	Control	0	micromolar	24	hour	003017217010.CEL
7134	hepatocyte	Rattus norvegicus	imipramine	High	100	micromolar	24	hour	003017217015.CEL
7135	hepatocyte	Rattus norvegicus	imipramine	High	100	micromolar	24	hour	003017217016.CEL
7140	hepatocyte	Homo sapiens	indomethacin	Control	0	micromolar	24	hour	003016014020.CEL
7141	hepatocyte	Homo sapiens	indomethacin	Control	0	micromolar	24	hour	003016014021.CEL
7158	hepatocyte	Homo sapiens	indomethacin	High	200	micromolar	24	hour	003016014026.CEL
7159	hepatocyte	Homo sapiens	indomethacin	High	200	micromolar	24	hour	003016014027.CEL
7169	liver	Rattus norvegicus	indomethacin	Control	0	milligram per kilogram	24	hour	003017639001.CEL
7170	liver	Rattus norvegicus	indomethacin	Control	0	milligram per kilogram	24	hour	003017639002.CEL
7171	liver	Rattus norvegicus	indomethacin	Control	0	milligram per kilogram	24	hour	003017639003.CEL
7205	liver	Rattus norvegicus	indomethacin	High	50	milligram per kilogram	24	hour	003017639010.CEL
7206	liver	Rattus norvegicus	indomethacin	High	50	milligram per kilogram	24	hour	003017639011.CEL
7207	liver	Rattus norvegicus	indomethacin	High	50	milligram per kilogram	24	hour	003017639012.CEL
7217	kidney	Rattus norvegicus	indomethacin	Control	0	milligram per kilogram	24	hour	003017283010.CEL
7218	kidney	Rattus norvegicus	indomethacin	Control	0	milligram per kilogram	24	hour	003017283011.CEL
7219	kidney	Rattus norvegicus	indomethacin	Control	0	milligram per kilogram	24	hour	003017283012.CEL
7253	kidney	Rattus norvegicus	indomethacin	High	5	milligram per kilogram	24	hour	003017283019.CEL
7254	kidney	Rattus norvegicus	indomethacin	High	5	milligram per kilogram	24	hour	003017283020.CEL
7255	kidney	Rattus norvegicus	indomethacin	High	5	milligram per kilogram	24	hour	003017283021.CEL
7260	hepatocyte	Rattus norvegicus	indomethacin	Control	0	micromolar	24	hour	003017031014.CEL
7261	hepatocyte	Rattus norvegicus	indomethacin	Control	0	micromolar	24	hour	003017031015.CEL
7278	hepatocyte	Rattus norvegicus	indomethacin	High	300	micromolar	24	hour	003017031020.CEL
7279	hepatocyte	Rattus norvegicus	indomethacin	High	300	micromolar	24	hour	003017031021.CEL
7282	hepatocyte	Homo sapiens	iproniazid	Control	0	micromolar	24	hour	003016064008.CEL
7283	hepatocyte	Homo sapiens	iproniazid	Control	0	micromolar	24	hour	003016064009.CEL
7290	hepatocyte	Homo sapiens	iproniazid	High	1200	micromolar	24	hour	003016064012.CEL
7291	hepatocyte	Homo sapiens	iproniazid	High	1200	micromolar	24	hour	003016064013.CEL
7301	liver	Rattus norvegicus	iproniazid	Control	0	milligram per kilogram	24	hour	003017119018.CEL
7302	liver	Rattus norvegicus	iproniazid	Control	0	milligram per kilogram	24	hour	003017119019.CEL
7303	liver	Rattus norvegicus	iproniazid	Control	0	milligram per kilogram	24	hour	003017119020.CEL
7337	liver	Rattus norvegicus	iproniazid	High	60	milligram per kilogram	24	hour	003017119027.CEL
7338	liver	Rattus norvegicus	iproniazid	High	60	milligram per kilogram	24	hour	003017119028.CEL
7339	liver	Rattus norvegicus	iproniazid	High	60	milligram per kilogram	24	hour	003017119029.CEL
7344	hepatocyte	Rattus norvegicus	iproniazid	Control	0	micromolar	24	hour	003017237017.CEL
7345	hepatocyte	Rattus norvegicus	iproniazid	Control	0	micromolar	24	hour	003017237018.CEL
7362	hepatocyte	Rattus norvegicus	iproniazid	High	2000	micromolar	24	hour	003017237023.CEL
7363	hepatocyte	Rattus norvegicus	iproniazid	High	2000	micromolar	24	hour	003017237024.CEL
7368	hepatocyte	Homo sapiens	isoniazid	Control	0	micromolar	24	hour	003016017008.CEL
7369	hepatocyte	Homo sapiens	isoniazid	Control	0	micromolar	24	hour	003016017009.CEL
7386	hepatocyte	Homo sapiens	isoniazid	High	10000	micromolar	24	hour	003016016029.CEL
7387	hepatocyte	Homo sapiens	isoniazid	High	10000	micromolar	24	hour	003016016030.CEL
7397	liver	Rattus norvegicus	isoniazid	Control	0	milligram per kilogram	24	hour	003017630030.CEL
7398	liver	Rattus norvegicus	isoniazid	Control	0	milligram per kilogram	24	hour	003017631001.CEL
7399	liver	Rattus norvegicus	isoniazid	Control	0	milligram per kilogram	24	hour	003017631002.CEL
7433	liver	Rattus norvegicus	isoniazid	High	2000	milligram per kilogram	24	hour	003017631009.CEL
7434	liver	Rattus norvegicus	isoniazid	High	2000	milligram per kilogram	24	hour	003017631010.CEL
7435	liver	Rattus norvegicus	isoniazid	High	2000	milligram per kilogram	24	hour	003017631011.CEL
7440	hepatocyte	Rattus norvegicus	isoniazid	Control	0	micromolar	24	hour	003017005018.CEL
7441	hepatocyte	Rattus norvegicus	isoniazid	Control	0	micromolar	24	hour	003017005019.CEL
7458	hepatocyte	Rattus norvegicus	isoniazid	High	10000	micromolar	24	hour	003017005024.CEL
7459	hepatocyte	Rattus norvegicus	isoniazid	High	10000	micromolar	24	hour	003017005025.CEL
7464	hepatocyte	Homo sapiens	ketoconazole	Control	0	micromolar	24	hour	003016051016.CEL
7465	hepatocyte	Homo sapiens	ketoconazole	Control	0	micromolar	24	hour	003016051017.CEL
7482	hepatocyte	Homo sapiens	ketoconazole	High	15	micromolar	24	hour	003016051022.CEL
7483	hepatocyte	Homo sapiens	ketoconazole	High	15	micromolar	24	hour	003016051023.CEL
7493	liver	Rattus norvegicus	ketoconazole	Control	0	milligram per kilogram	24	hour	003017012020.CEL
7494	liver	Rattus norvegicus	ketoconazole	Control	0	milligram per kilogram	24	hour	003017012021.CEL
7495	liver	Rattus norvegicus	ketoconazole	Control	0	milligram per kilogram	24	hour	003017012022.CEL
7529	liver	Rattus norvegicus	ketoconazole	High	100	milligram per kilogram	24	hour	003017012029.CEL
7530	liver	Rattus norvegicus	ketoconazole	High	100	milligram per kilogram	24	hour	003017012030.CEL
7531	liver	Rattus norvegicus	ketoconazole	High	100	milligram per kilogram	24	hour	003017013002.CEL
7541	kidney	Rattus norvegicus	ketoconazole	Control	0	milligram per kilogram	24	hour	003017831023.CEL
7542	kidney	Rattus norvegicus	ketoconazole	Control	0	milligram per kilogram	24	hour	003017831024.CEL
7543	kidney	Rattus norvegicus	ketoconazole	Control	0	milligram per kilogram	24	hour	003017831025.CEL
7577	kidney	Rattus norvegicus	ketoconazole	High	100	milligram per kilogram	24	hour	003017832002.CEL
7578	kidney	Rattus norvegicus	ketoconazole	High	100	milligram per kilogram	24	hour	003017832003.CEL
7579	kidney	Rattus norvegicus	ketoconazole	High	100	milligram per kilogram	24	hour	003017832004.CEL
7584	hepatocyte	Rattus norvegicus	ketoconazole	Control	0	micromolar	24	hour	003017127010.CEL
7585	hepatocyte	Rattus norvegicus	ketoconazole	Control	0	micromolar	24	hour	003017127011.CEL
7602	hepatocyte	Rattus norvegicus	ketoconazole	High	15	micromolar	24	hour	003017127016.CEL
7603	hepatocyte	Rattus norvegicus	ketoconazole	High	15	micromolar	24	hour	003017127017.CEL
7608	hepatocyte	Homo sapiens	labetalol	Control	0	micromolar	24	hour	003016026022.CEL
7609	hepatocyte	Homo sapiens	labetalol	Control	0	micromolar	24	hour	003016026023.CEL
7626	hepatocyte	Homo sapiens	labetalol	High	140	micromolar	24	hour	003016026028.CEL
7627	hepatocyte	Homo sapiens	labetalol	High	140	micromolar	24	hour	003016026029.CEL
7637	liver	Rattus norvegicus	labetalol	Control	0	milligram per kilogram	24	hour	003017004019.CEL
7638	liver	Rattus norvegicus	labetalol	Control	0	milligram per kilogram	24	hour	003017004020.CEL
7639	liver	Rattus norvegicus	labetalol	Control	0	milligram per kilogram	24	hour	003017004021.CEL
7673	liver	Rattus norvegicus	labetalol	High	450	milligram per kilogram	24	hour	003017004028.CEL
7674	liver	Rattus norvegicus	labetalol	High	450	milligram per kilogram	24	hour	003017004029.CEL
7675	liver	Rattus norvegicus	labetalol	High	450	milligram per kilogram	24	hour	003017005001.CEL
7680	hepatocyte	Rattus norvegicus	labetalol	Control	0	micromolar	24	hour	003017111017.CEL
7681	hepatocyte	Rattus norvegicus	labetalol	Control	0	micromolar	24	hour	003017111018.CEL
7698	hepatocyte	Rattus norvegicus	labetalol	High	140	micromolar	24	hour	003017111023.CEL
7699	hepatocyte	Rattus norvegicus	labetalol	High	140	micromolar	24	hour	003017111024.CEL
7704	hepatocyte	Homo sapiens	lomustine	Control	0	micromolar	24	hour	003016049028.CEL
7705	hepatocyte	Homo sapiens	lomustine	Control	0	micromolar	24	hour	003016049029.CEL
7722	hepatocyte	Homo sapiens	lomustine	High	120	micromolar	24	hour	003016050004.CEL
7723	hepatocyte	Homo sapiens	lomustine	High	120	micromolar	24	hour	003016050005.CEL
7733	liver	Rattus norvegicus	lomustine	Control	0	milligram per kilogram	24	hour	003017075002.CEL
7734	liver	Rattus norvegicus	lomustine	Control	0	milligram per kilogram	24	hour	003017096005.CEL
7735	liver	Rattus norvegicus	lomustine	Control	0	milligram per kilogram	24	hour	003017096006.CEL
7769	liver	Rattus norvegicus	lomustine	High	6	milligram per kilogram	24	hour	003017075012.CEL
7770	liver	Rattus norvegicus	lomustine	High	6	milligram per kilogram	24	hour	003017096011.CEL
7771	liver	Rattus norvegicus	lomustine	High	6	milligram per kilogram	24	hour	003017096012.CEL
7781	kidney	Rattus norvegicus	lomustine	Control	0	milligram per kilogram	24	hour	003017449011.CEL
7782	kidney	Rattus norvegicus	lomustine	Control	0	milligram per kilogram	24	hour	003017449012.CEL
7783	kidney	Rattus norvegicus	lomustine	Control	0	milligram per kilogram	24	hour	003017449013.CEL
7817	kidney	Rattus norvegicus	lomustine	High	6	milligram per kilogram	24	hour	003017449020.CEL
7818	kidney	Rattus norvegicus	lomustine	High	6	milligram per kilogram	24	hour	003017449021.CEL
7819	kidney	Rattus norvegicus	lomustine	High	6	milligram per kilogram	24	hour	003017449022.CEL
7824	hepatocyte	Rattus norvegicus	lomustine	Control	0	micromolar	24	hour	003017170025.CEL
7825	hepatocyte	Rattus norvegicus	lomustine	Control	0	micromolar	24	hour	003017170026.CEL
7842	hepatocyte	Rattus norvegicus	lomustine	High	120	micromolar	24	hour	003017171001.CEL
7843	hepatocyte	Rattus norvegicus	lomustine	High	120	micromolar	24	hour	003017171002.CEL
7846	hepatocyte	Homo sapiens	lornoxicam	Control	0	micromolar	24	hour	003016086009.CEL
7847	hepatocyte	Homo sapiens	lornoxicam	Control	0	micromolar	24	hour	003016086010.CEL
7854	hepatocyte	Homo sapiens	lornoxicam	High	15	micromolar	24	hour	003016086013.CEL
7855	hepatocyte	Homo sapiens	lornoxicam	High	15	micromolar	24	hour	003016086014.CEL
7865	liver	Rattus norvegicus	lornoxicam	Control	0	milligram per kilogram	24	hour	003017498007.CEL
7866	liver	Rattus norvegicus	lornoxicam	Control	0	milligram per kilogram	24	hour	003017498008.CEL
7867	liver	Rattus norvegicus	lornoxicam	Control	0	milligram per kilogram	24	hour	003017498009.CEL
7901	liver	Rattus norvegicus	lornoxicam	High	10	milligram per kilogram	24	hour	003017498016.CEL
7902	liver	Rattus norvegicus	lornoxicam	High	10	milligram per kilogram	24	hour	003017498017.CEL
7903	liver	Rattus norvegicus	lornoxicam	High	10	milligram per kilogram	24	hour	003017498018.CEL
7908	hepatocyte	Rattus norvegicus	lornoxicam	Control	0	micromolar	24	hour	003017353003.CEL
7909	hepatocyte	Rattus norvegicus	lornoxicam	Control	0	micromolar	24	hour	003017353004.CEL
7926	hepatocyte	Rattus norvegicus	lornoxicam	High	15	micromolar	24	hour	003017353009.CEL
7927	hepatocyte	Rattus norvegicus	lornoxicam	High	15	micromolar	24	hour	003017353010.CEL
7930	hepatocyte	Homo sapiens	mefenamic acid	Control	0	micromolar	24	hour	003016069026.CEL
7931	hepatocyte	Homo sapiens	mefenamic acid	Control	0	micromolar	24	hour	003016069027.CEL
7938	hepatocyte	Homo sapiens	mefenamic acid	High	150	micromolar	24	hour	003016069030.CEL
7939	hepatocyte	Homo sapiens	mefenamic acid	High	150	micromolar	24	hour	003016070001.CEL
7949	liver	Rattus norvegicus	mefenamic acid	Control	0	milligram per kilogram	24	hour	003017175014.CEL
7950	liver	Rattus norvegicus	mefenamic acid	Control	0	milligram per kilogram	24	hour	003017175015.CEL
7951	liver	Rattus norvegicus	mefenamic acid	Control	0	milligram per kilogram	24	hour	003017175016.CEL
7985	liver	Rattus norvegicus	mefenamic acid	High	300	milligram per kilogram	24	hour	003017175023.CEL
7986	liver	Rattus norvegicus	mefenamic acid	High	300	milligram per kilogram	24	hour	003017175024.CEL
7987	liver	Rattus norvegicus	mefenamic acid	High	300	milligram per kilogram	24	hour	003017175025.CEL
7992	hepatocyte	Rattus norvegicus	mefenamic acid	Control	0	micromolar	24	hour	003017256018.CEL
7993	hepatocyte	Rattus norvegicus	mefenamic acid	Control	0	micromolar	24	hour	003017256019.CEL
8010	hepatocyte	Rattus norvegicus	mefenamic acid	High	150	micromolar	24	hour	003017256023.CEL
8011	hepatocyte	Rattus norvegicus	mefenamic acid	High	150	micromolar	24	hour	003017256024.CEL
8014	hepatocyte	Homo sapiens	meloxicam	Control	0	micromolar	24	hour	003016079010.CEL
8015	hepatocyte	Homo sapiens	meloxicam	Control	0	micromolar	24	hour	003016079011.CEL
8022	hepatocyte	Homo sapiens	meloxicam	High	50	micromolar	24	hour	003016079014.CEL
8023	hepatocyte	Homo sapiens	meloxicam	High	50	micromolar	24	hour	003016079015.CEL
8033	liver	Rattus norvegicus	meloxicam	Control	0	milligram per kilogram	24	hour	003017407002.CEL
8034	liver	Rattus norvegicus	meloxicam	Control	0	milligram per kilogram	24	hour	003017423030.CEL
8035	liver	Rattus norvegicus	meloxicam	Control	0	milligram per kilogram	24	hour	003017424001.CEL
8069	liver	Rattus norvegicus	meloxicam	High	100	milligram per kilogram	24	hour	003017424006.CEL
8070	liver	Rattus norvegicus	meloxicam	High	100	milligram per kilogram	24	hour	003017424007.CEL
8071	liver	Rattus norvegicus	meloxicam	High	100	milligram per kilogram	24	hour	003017424008.CEL
8076	hepatocyte	Rattus norvegicus	meloxicam	Control	0	micromolar	24	hour	003017357027.CEL
8077	hepatocyte	Rattus norvegicus	meloxicam	Control	0	micromolar	24	hour	003017357028.CEL
8094	hepatocyte	Rattus norvegicus	meloxicam	High	50	micromolar	24	hour	003017358003.CEL
8095	hepatocyte	Rattus norvegicus	meloxicam	High	50	micromolar	24	hour	003017358004.CEL
8098	hepatocyte	Homo sapiens	metformin	Control	0	micromolar	24	hour	003016060007.CEL
8099	hepatocyte	Homo sapiens	metformin	Control	0	micromolar	24	hour	003016060008.CEL
8106	hepatocyte	Homo sapiens	metformin	High	1000	micromolar	24	hour	003016060011.CEL
8107	hepatocyte	Homo sapiens	metformin	High	1000	micromolar	24	hour	003016060012.CEL
8117	liver	Rattus norvegicus	metformin	Control	0	milligram per kilogram	24	hour	003017044005.CEL
8118	liver	Rattus norvegicus	metformin	Control	0	milligram per kilogram	24	hour	003017044006.CEL
8119	liver	Rattus norvegicus	metformin	Control	0	milligram per kilogram	24	hour	003017197025.CEL
8153	liver	Rattus norvegicus	metformin	High	1000	milligram per kilogram	24	hour	003017044013.CEL
8154	liver	Rattus norvegicus	metformin	High	1000	milligram per kilogram	24	hour	003017044014.CEL
8155	liver	Rattus norvegicus	metformin	High	1000	milligram per kilogram	24	hour	003017044015.CEL
8160	hepatocyte	Rattus norvegicus	metformin	Control	0	micromolar	24	hour	003017133010.CEL
8161	hepatocyte	Rattus norvegicus	metformin	Control	0	micromolar	24	hour	003017133011.CEL
8178	hepatocyte	Rattus norvegicus	metformin	High	1000	micromolar	24	hour	003017133016.CEL
8179	hepatocyte	Rattus norvegicus	metformin	High	1000	micromolar	24	hour	003017133017.CEL
8184	hepatocyte	Homo sapiens	methapyrilene	Control	0	micromolar	24	hour	003016020008.CEL
8185	hepatocyte	Homo sapiens	methapyrilene	Control	0	micromolar	24	hour	003016020009.CEL
8202	hepatocyte	Homo sapiens	methapyrilene	High	600	micromolar	24	hour	003016020014.CEL
8203	hepatocyte	Homo sapiens	methapyrilene	High	600	micromolar	24	hour	003016020015.CEL
8213	liver	Rattus norvegicus	methapyrilene	Control	0	milligram per kilogram	24	hour	003017647012.CEL
8214	liver	Rattus norvegicus	methapyrilene	Control	0	milligram per kilogram	24	hour	003017647013.CEL
8215	liver	Rattus norvegicus	methapyrilene	Control	0	milligram per kilogram	24	hour	003017647014.CEL
8249	liver	Rattus norvegicus	methapyrilene	High	100	milligram per kilogram	24	hour	003017647021.CEL
8250	liver	Rattus norvegicus	methapyrilene	High	100	milligram per kilogram	24	hour	003017647022.CEL
8251	liver	Rattus norvegicus	methapyrilene	High	100	milligram per kilogram	24	hour	003017647023.CEL
8256	hepatocyte	Rattus norvegicus	methapyrilene	Control	0	micromolar	24	hour	003017066023.CEL
8257	hepatocyte	Rattus norvegicus	methapyrilene	Control	0	micromolar	24	hour	003017066024.CEL
8274	hepatocyte	Rattus norvegicus	methapyrilene	High	15	micromolar	24	hour	003017066029.CEL
8275	hepatocyte	Rattus norvegicus	methapyrilene	High	15	micromolar	24	hour	003017066030.CEL
8278	hepatocyte	Homo sapiens	methimazole	Control	0	micromolar	24	hour	003016061026.CEL
8279	hepatocyte	Homo sapiens	methimazole	Control	0	micromolar	24	hour	003016061027.CEL
8286	hepatocyte	Homo sapiens	methimazole	High	10000	micromolar	24	hour	003016061030.CEL
8287	hepatocyte	Homo sapiens	methimazole	High	10000	micromolar	24	hour	003016062001.CEL
8297	liver	Rattus norvegicus	methimazole	Control	0	milligram per kilogram	24	hour	003017043013.CEL
8298	liver	Rattus norvegicus	methimazole	Control	0	milligram per kilogram	24	hour	003017043014.CEL
8299	liver	Rattus norvegicus	methimazole	Control	0	milligram per kilogram	24	hour	003017043015.CEL
8333	liver	Rattus norvegicus	methimazole	High	100	milligram per kilogram	24	hour	003017043022.CEL
8334	liver	Rattus norvegicus	methimazole	High	100	milligram per kilogram	24	hour	003017043023.CEL
8335	liver	Rattus norvegicus	methimazole	High	100	milligram per kilogram	24	hour	003017043024.CEL
8340	hepatocyte	Rattus norvegicus	methimazole	Control	0	micromolar	24	hour	003017171019.CEL
8341	hepatocyte	Rattus norvegicus	methimazole	Control	0	micromolar	24	hour	003017171020.CEL
8358	hepatocyte	Rattus norvegicus	methimazole	High	10000	micromolar	24	hour	003017171025.CEL
8359	hepatocyte	Rattus norvegicus	methimazole	High	10000	micromolar	24	hour	003017171026.CEL
8362	hepatocyte	Homo sapiens	methyldopa	Control	0	micromolar	24	hour	003016061014.CEL
8363	hepatocyte	Homo sapiens	methyldopa	Control	0	micromolar	24	hour	003016061015.CEL
8370	hepatocyte	Homo sapiens	methyldopa	High	50	micromolar	24	hour	003016061018.CEL
8371	hepatocyte	Homo sapiens	methyldopa	High	50	micromolar	24	hour	003016061019.CEL
8381	liver	Rattus norvegicus	methyldopa	Control	0	milligram per kilogram	24	hour	003017079011.CEL
8382	liver	Rattus norvegicus	methyldopa	Control	0	milligram per kilogram	24	hour	003017079012.CEL
8383	liver	Rattus norvegicus	methyldopa	Control	0	milligram per kilogram	24	hour	003017079013.CEL
8417	liver	Rattus norvegicus	methyldopa	High	600	milligram per kilogram	24	hour	003017080003.CEL
8418	liver	Rattus norvegicus	methyldopa	High	600	milligram per kilogram	24	hour	003017080004.CEL
8419	liver	Rattus norvegicus	methyldopa	High	600	milligram per kilogram	24	hour	003017096030.CEL
8424	hepatocyte	Rattus norvegicus	methyldopa	Control	0	micromolar	24	hour	003017160016.CEL
8425	hepatocyte	Rattus norvegicus	methyldopa	Control	0	micromolar	24	hour	003017160017.CEL
8442	hepatocyte	Rattus norvegicus	methyldopa	High	50	micromolar	24	hour	003017160022.CEL
8443	hepatocyte	Rattus norvegicus	methyldopa	High	50	micromolar	24	hour	003017160023.CEL
8448	hepatocyte	Homo sapiens	methyltestosterone	Control	0	micromolar	24	hour	003016049004.CEL
8449	hepatocyte	Homo sapiens	methyltestosterone	Control	0	micromolar	24	hour	003016049005.CEL
8466	hepatocyte	Homo sapiens	methyltestosterone	High	20	micromolar	24	hour	003016049010.CEL
8467	hepatocyte	Homo sapiens	methyltestosterone	High	20	micromolar	24	hour	003016049011.CEL
8477	liver	Rattus norvegicus	methyltestosterone	Control	0	milligram per kilogram	24	hour	003017025021.CEL
8478	liver	Rattus norvegicus	methyltestosterone	Control	0	milligram per kilogram	24	hour	003017025022.CEL
8479	liver	Rattus norvegicus	methyltestosterone	Control	0	milligram per kilogram	24	hour	003017025023.CEL
8513	liver	Rattus norvegicus	methyltestosterone	High	300	milligram per kilogram	24	hour	003017025030.CEL
8514	liver	Rattus norvegicus	methyltestosterone	High	300	milligram per kilogram	24	hour	003017026001.CEL
8515	liver	Rattus norvegicus	methyltestosterone	High	300	milligram per kilogram	24	hour	003017026002.CEL
